Program_ID,Code,Label_Counterexample,Search_Steps
2654,"[('*', 'x4', 'x6', 'v0'), ('*', 'x4', 'v0', 'v1'), ('*', 'x6', 'const_0', 'v2'), ('//', 'x3', 'const_1', 'v3'), ('+', 'v2', 'v3', 'v4'), ('+', 'x6', 'x7', 'v5'), ('//', 'v5', 'const_1', 'v6'), ('//', 'x0', 'x4', 'v7'), ('+', 'x7', 'x7', 'v8'), ('*', 'x3', 'x0', 'v9')]","(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",577
2655,"[('+', 'x3', 'x2', 'v0'), ('*', 'x8', 'x1', 'v1'), ('*', 'x4', 'v1', 'v2'), ('+', 'x4', 'x7', 'v3'), ('*', 'x1', 'v3', 'v4'), ('//', 'v1', 'x6', 'v5'), ('*', 'x9', 'v4', 'v6'), ('+', 'const_1', 'v2', 'v7'), ('*', 'v0', 'x4', 'v8'), ('+', 'x8', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2656,"[('*', 'x3', 'const_0', 'v0'), ('*', 'v0', 'x4', 'v1'), ('//', 'x7', 'x2', 'v2'), ('+', 'x5', 'x9', 'v3'), ('+', 'const_0', 'x7', 'v4'), ('*', 'v1', 'x9', 'v5'), ('*', 'const_0', 'v3', 'v6'), ('*', 'x7', 'x0', 'v7'), ('*', 'v1', 'x6', 'v8'), ('//', 'v7', 'x8', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 1, 1, 0)",519
2657,"[('+', 'x8', 'x0', 'v0'), ('//', 'const_1', 'x6', 'v1'), ('+', 'x6', 'x8', 'v2'), ('+', 'x8', 'x1', 'v3'), ('+', 'v3', 'x5', 'v4'), ('//', 'x5', 'v4', 'v5'), ('+', 'x4', 'x1', 'v6'), ('*', 'x0', 'x2', 'v7'), ('+', 'v1', 'v1', 'v8'), ('+', 'v8', 'const_0', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2658,"[('+', 'x4', 'x7', 'v0'), ('+', 'const_1', 'x1', 'v1'), ('*', 'x0', 'x5', 'v2'), ('+', 'x0', 'v0', 'v3'), ('*', 'x2', 'x0', 'v4'), ('+', 'v0', 'x0', 'v5'), ('+', 'x5', 'x2', 'v6'), ('*', 'x2', 'x0', 'v7'), ('//', 'v3', 'x3', 'v8'), ('*', 'const_1', 'v6', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2659,"[('*', 'const_1', 'x1', 'v0'), ('+', 'x6', 'x4', 'v1'), ('//', 'x8', 'x7', 'v2'), ('//', 'x2', 'x0', 'v3'), ('//', 'x7', 'x1', 'v4'), ('//', 'x8', 'x2', 'v5'), ('+', 'const_0', 'x1', 'v6'), ('*', 'v2', 'x3', 'v7'), ('//', 'x5', 'const_1', 'v8'), ('+', 'v6', 'v5', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",131
2660,"[('*', 'x0', 'x4', 'v0'), ('//', 'v0', 'x1', 'v1'), ('+', 'const_0', 'x8', 'v2'), ('+', 'v2', 'x7', 'v3'), ('//', 'v2', 'v0', 'v4'), ('//', 'v2', 'x3', 'v5'), ('+', 'x8', 'const_0', 'v6'), ('+', 'x1', 'x5', 'v7'), ('*', 'x7', 'x0', 'v8'), ('*', 'v4', 'x3', 'v9')]","(1, 0, 0, 1, 1, 0, 0, 0, 1, 0)",611
2661,"[('*', 'x9', 'x7', 'v0'), ('//', 'x2', 'x7', 'v1'), ('*', 'v0', 'v0', 'v2'), ('+', 'x6', 'x6', 'v3'), ('*', 'x9', 'x3', 'v4'), ('*', 'const_1', 'x5', 'v5'), ('+', 'x9', 'v2', 'v6'), ('//', 'x7', 'x2', 'v7'), ('//', 'x3', 'x8', 'v8'), ('+', 'v1', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2662,"[('+', 'x7', 'x7', 'v0'), ('*', 'x2', 'x1', 'v1'), ('*', 'x2', 'x4', 'v2'), ('//', 'v2', 'x0', 'v3'), ('+', 'x5', 'x4', 'v4'), ('+', 'x0', 'x0', 'v5'), ('+', 'x7', 'x1', 'v6'), ('//', 'x0', 'v6', 'v7'), ('//', 'v6', 'x6', 'v8'), ('+', 'x4', 'v2', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
2663,"[('//', 'x8', 'x9', 'v0'), ('+', 'x1', 'v0', 'v1'), ('//', 'x6', 'x0', 'v2'), ('*', 'x0', 'x3', 'v3'), ('+', 'v2', 'x8', 'v4'), ('//', 'x7', 'x4', 'v5'), ('//', 'x1', 'v0', 'v6'), ('+', 'x8', 'v6', 'v7'), ('*', 'v3', 'v0', 'v8'), ('*', 'x2', 'x4', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",161
2664,"[('//', 'x3', 'const_1', 'v0'), ('//', 'v0', 'x2', 'v1'), ('*', 'const_0', 'x3', 'v2'), ('*', 'x2', 'v1', 'v3'), ('*', 'x8', 'v1', 'v4'), ('*', 'x8', 'x4', 'v5'), ('//', 'x2', 'x6', 'v6'), ('//', 'v3', 'x8', 'v7'), ('+', 'v6', 'const_1', 'v8'), ('*', 'x6', 'v0', 'v9')]","(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",73
2665,"[('//', 'x2', 'x2', 'v0'), ('*', 'x5', 'x8', 'v1'), ('+', 'x3', 'v0', 'v2'), ('*', 'x3', 'x1', 'v3'), ('+', 'x2', 'x4', 'v4'), ('+', 'const_1', 'v1', 'v5'), ('//', 'v4', 'const_1', 'v6'), ('+', 'v4', 'x5', 'v7'), ('//', 'x4', 'x8', 'v8'), ('+', 'x0', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",257
2666,"[('*', 'x3', 'x2', 'v0'), ('//', 'x7', 'x1', 'v1'), ('//', 'x5', 'v1', 'v2'), ('+', 'v2', 'x5', 'v3'), ('//', 'x4', 'x4', 'v4'), ('//', 'x1', 'x1', 'v5'), ('//', 'const_0', 'v1', 'v6'), ('//', 'v5', 'v0', 'v7'), ('//', 'v0', 'x4', 'v8'), ('*', 'x0', 'x8', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",515
2667,"[('+', 'x8', 'x3', 'v0'), ('+', 'x9', 'const_0', 'v1'), ('+', 'x8', 'const_1', 'v2'), ('*', 'const_0', 'x1', 'v3'), ('*', 'v3', 'x5', 'v4'), ('+', 'const_0', 'const_1', 'v5'), ('+', 'v3', 'x3', 'v6'), ('+', 'v6', 'x7', 'v7'), ('//', 'v6', 'v3', 'v8'), ('//', 'const_0', 'x5', 'v9')]",None,1024
2668,"[('+', 'x0', 'x7', 'v0'), ('//', 'x7', 'x1', 'v1'), ('+', 'x0', 'const_0', 'v2'), ('//', 'x0', 'x8', 'v3'), ('+', 'x0', 'x9', 'v4'), ('//', 'x4', 'x7', 'v5'), ('*', 'x8', 'x1', 'v6'), ('//', 'v0', 'x7', 'v7'), ('+', 'v0', 'v0', 'v8'), ('//', 'x6', 'v0', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",13
2669,"[('+', 'const_0', 'x5', 'v0'), ('+', 'x4', 'v0', 'v1'), ('//', 'x2', 'x0', 'v2'), ('+', 'x9', 'x1', 'v3'), ('//', 'x8', 'x4', 'v4'), ('//', 'const_1', 'const_1', 'v5'), ('*', 'x8', 'v1', 'v6'), ('+', 'v3', 'const_0', 'v7'), ('+', 'v3', 'v3', 'v8'), ('+', 'x1', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2670,"[('*', 'x8', 'const_1', 'v0'), ('*', 'x7', 'x8', 'v1'), ('*', 'v0', 'x3', 'v2'), ('*', 'x0', 'x6', 'v3'), ('*', 'v3', 'const_0', 'v4'), ('+', 'x9', 'const_1', 'v5'), ('+', 'x8', 'const_1', 'v6'), ('+', 'v5', 'v0', 'v7'), ('*', 'x3', 'const_0', 'v8'), ('+', 'x7', 'v6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2671,"[('//', 'x3', 'const_1', 'v0'), ('+', 'x3', 'x3', 'v1'), ('+', 'x4', 'v1', 'v2'), ('+', 'x7', 'x3', 'v3'), ('*', 'x4', 'x7', 'v4'), ('//', 'v0', 'x0', 'v5'), ('+', 'v1', 'x0', 'v6'), ('*', 'v4', 'v0', 'v7'), ('+', 'v2', 'x5', 'v8'), ('//', 'v8', 'v1', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
2672,"[('*', 'x3', 'const_0', 'v0'), ('//', 'x7', 'x3', 'v1'), ('+', 'v0', 'v1', 'v2'), ('*', 'x5', 'const_0', 'v3'), ('+', 'x5', 'x1', 'v4'), ('//', 'v2', 'x5', 'v5'), ('//', 'v0', 'x3', 'v6'), ('//', 'v0', 'v5', 'v7'), ('+', 'const_0', 'x6', 'v8'), ('//', 'x6', 'v4', 'v9')]","(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",25
2673,"[('+', 'x5', 'x0', 'v0'), ('//', 'x9', 'x9', 'v1'), ('+', 'x7', 'x0', 'v2'), ('//', 'x1', 'x9', 'v3'), ('//', 'v3', 'x8', 'v4'), ('*', 'x3', 'v4', 'v5'), ('//', 'x8', 'v2', 'v6'), ('//', 'v1', 'const_1', 'v7'), ('+', 'v1', 'x5', 'v8'), ('+', 'x7', 'v3', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
2674,"[('//', 'x8', 'x8', 'v0'), ('+', 'x7', 'x5', 'v1'), ('+', 'const_1', 'x0', 'v2'), ('+', 'x7', 'x8', 'v3'), ('+', 'x7', 'x3', 'v4'), ('*', 'v3', 'v0', 'v5'), ('*', 'x9', 'x1', 'v6'), ('*', 'x6', 'x0', 'v7'), ('*', 'x6', 'const_1', 'v8'), ('*', 'x9', 'v4', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
2675,"[('+', 'x9', 'x6', 'v0'), ('*', 'x2', 'x3', 'v1'), ('+', 'x5', 'x2', 'v2'), ('+', 'x7', 'x8', 'v3'), ('//', 'x3', 'x2', 'v4'), ('*', 'v0', 'x0', 'v5'), ('//', 'v1', 'v3', 'v6'), ('+', 'x7', 'v4', 'v7'), ('//', 'v3', 'x7', 'v8'), ('*', 'x9', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2676,"[('//', 'const_0', 'x1', 'v0'), ('//', 'x2', 'x0', 'v1'), ('//', 'v0', 'x0', 'v2'), ('//', 'x1', 'x8', 'v3'), ('*', 'v2', 'x5', 'v4'), ('//', 'x8', 'x9', 'v5'), ('//', 'x6', 'v1', 'v6'), ('+', 'v3', 'v3', 'v7'), ('*', 'v6', 'x6', 'v8'), ('+', 'v6', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2677,"[('+', 'x1', 'const_0', 'v0'), ('//', 'x4', 'x4', 'v1'), ('//', 'v1', 'x1', 'v2'), ('*', 'v0', 'x0', 'v3'), ('*', 'v2', 'x9', 'v4'), ('+', 'const_0', 'v3', 'v5'), ('*', 'x4', 'x3', 'v6'), ('+', 'x0', 'x3', 'v7'), ('*', 'v5', 'const_1', 'v8'), ('*', 'v4', 'x0', 'v9')]","(1, 1, 0, 0, 1, 0, 0, 0, 0, 1)",802
2678,"[('*', 'x1', 'x7', 'v0'), ('*', 'x1', 'v0', 'v1'), ('//', 'x4', 'x2', 'v2'), ('//', 'v1', 'v0', 'v3'), ('+', 'x8', 'x7', 'v4'), ('//', 'x7', 'x3', 'v5'), ('//', 'v4', 'x3', 'v6'), ('//', 'v5', 'const_1', 'v7'), ('//', 'v4', 'v6', 'v8'), ('+', 'x6', 'x5', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2679,"[('//', 'x5', 'x3', 'v0'), ('//', 'const_0', 'x0', 'v1'), ('+', 'x0', 'x0', 'v2'), ('+', 'v0', 'x6', 'v3'), ('//', 'x5', 'x0', 'v4'), ('+', 'v0', 'x6', 'v5'), ('+', 'x6', 'x5', 'v6'), ('*', 'x1', 'x5', 'v7'), ('+', 'x7', 'const_0', 'v8'), ('+', 'x3', 'v2', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
2680,"[('+', 'const_1', 'x0', 'v0'), ('//', 'x0', 'v0', 'v1'), ('*', 'x5', 'v1', 'v2'), ('+', 'x1', 'x2', 'v3'), ('+', 'const_0', 'x8', 'v4'), ('//', 'x6', 'x6', 'v5'), ('*', 'x1', 'x2', 'v6'), ('//', 'x3', 'x2', 'v7'), ('*', 'x9', 'x9', 'v8'), ('//', 'x5', 'x1', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
2681,"[('//', 'x5', 'const_1', 'v0'), ('//', 'x8', 'x5', 'v1'), ('*', 'v1', 'x9', 'v2'), ('+', 'x4', 'v2', 'v3'), ('+', 'x9', 'v2', 'v4'), ('//', 'v4', 'const_1', 'v5'), ('//', 'x2', 'v5', 'v6'), ('+', 'x2', 'x9', 'v7'), ('+', 'v2', 'v3', 'v8'), ('//', 'x8', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",67
2682,"[('//', 'x9', 'x5', 'v0'), ('//', 'const_1', 'x5', 'v1'), ('+', 'x0', 'x4', 'v2'), ('+', 'x3', 'x9', 'v3'), ('+', 'const_1', 'v2', 'v4'), ('*', 'x5', 'x0', 'v5'), ('//', 'const_1', 'x4', 'v6'), ('*', 'x6', 'v1', 'v7'), ('*', 'v5', 'v6', 'v8'), ('*', 'v0', 'const_0', 'v9')]",None,1024
2683,"[('*', 'x2', 'x8', 'v0'), ('//', 'x8', 'x4', 'v1'), ('+', 'const_0', 'x2', 'v2'), ('*', 'x9', 'v1', 'v3'), ('//', 'x6', 'x8', 'v4'), ('+', 'x2', 'x9', 'v5'), ('*', 'x4', 'v3', 'v6'), ('//', 'x2', 'x2', 'v7'), ('*', 'x5', 'v1', 'v8'), ('+', 'x0', 'const_0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
2684,"[('//', 'x6', 'const_1', 'v0'), ('//', 'x5', 'x8', 'v1'), ('//', 'x7', 'const_1', 'v2'), ('*', 'x3', 'x6', 'v3'), ('*', 'const_1', 'x5', 'v4'), ('+', 'x8', 'v2', 'v5'), ('*', 'v1', 'x0', 'v6'), ('+', 'x9', 'x2', 'v7'), ('//', 'x0', 'x3', 'v8'), ('+', 'x5', 'x1', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2685,"[('//', 'x7', 'x0', 'v0'), ('//', 'x3', 'x9', 'v1'), ('//', 'x1', 'v0', 'v2'), ('//', 'x6', 'v0', 'v3'), ('+', 'x8', 'x0', 'v4'), ('*', 'x7', 'v4', 'v5'), ('*', 'v5', 'x2', 'v6'), ('*', 'x5', 'x3', 'v7'), ('*', 'x8', 'v5', 'v8'), ('//', 'x5', 'v1', 'v9')]","(0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",82
2686,"[('//', 'x3', 'x1', 'v0'), ('//', 'x8', 'x1', 'v1'), ('//', 'x8', 'x9', 'v2'), ('*', 'v2', 'x3', 'v3'), ('//', 'x8', 'x6', 'v4'), ('+', 'v0', 'x0', 'v5'), ('+', 'x0', 'x5', 'v6'), ('+', 'x7', 'v1', 'v7'), ('//', 'x7', 'x0', 'v8'), ('*', 'v0', 'v8', 'v9')]","(1, 1, 0, 1, 0, 0, 0, 1, 0, 0)",837
2687,"[('*', 'x4', 'const_1', 'v0'), ('*', 'x8', 'x9', 'v1'), ('*', 'x7', 'x9', 'v2'), ('*', 'const_1', 'v1', 'v3'), ('//', 'v3', 'x8', 'v4'), ('*', 'x3', 'v3', 'v5'), ('+', 'x3', 'x7', 'v6'), ('+', 'x8', 'v1', 'v7'), ('+', 'v6', 'const_1', 'v8'), ('//', 'v6', 'v8', 'v9')]",None,1024
2688,"[('+', 'const_1', 'x6', 'v0'), ('//', 'x7', 'x8', 'v1'), ('+', 'x7', 'v1', 'v2'), ('//', 'x2', 'x1', 'v3'), ('+', 'x7', 'const_0', 'v4'), ('//', 'v3', 'x1', 'v5'), ('+', 'x5', 'v2', 'v6'), ('*', 'v0', 'v5', 'v7'), ('+', 'v7', 'x1', 'v8'), ('+', 'const_1', 'x3', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2689,"[('*', 'x3', 'x1', 'v0'), ('*', 'const_1', 'v0', 'v1'), ('//', 'const_0', 'v0', 'v2'), ('//', 'x1', 'x0', 'v3'), ('//', 'const_0', 'x1', 'v4'), ('+', 'x2', 'x7', 'v5'), ('//', 'x1', 'const_1', 'v6'), ('//', 'v2', 'v0', 'v7'), ('//', 'x8', 'x1', 'v8'), ('+', 'v5', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2690,"[('*', 'x2', 'x3', 'v0'), ('+', 'const_1', 'x2', 'v1'), ('+', 'x5', 'v1', 'v2'), ('*', 'x3', 'v0', 'v3'), ('//', 'x9', 'x7', 'v4'), ('//', 'v4', 'x4', 'v5'), ('+', 'v5', 'v3', 'v6'), ('*', 'const_0', 'x0', 'v7'), ('+', 'v2', 'x8', 'v8'), ('//', 'v6', 'v5', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",38
2691,"[('+', 'x1', 'x8', 'v0'), ('//', 'x8', 'const_1', 'v1'), ('+', 'v1', 'x9', 'v2'), ('+', 'const_0', 'x4', 'v3'), ('//', 'v0', 'x9', 'v4'), ('*', 'v1', 'v3', 'v5'), ('+', 'x7', 'x6', 'v6'), ('//', 'x5', 'v6', 'v7'), ('//', 'x2', 'const_1', 'v8'), ('//', 'v5', 'v6', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",39
2692,"[('+', 'x3', 'x7', 'v0'), ('*', 'v0', 'x2', 'v1'), ('+', 'x5', 'const_1', 'v2'), ('*', 'x7', 'v1', 'v3'), ('//', 'x2', 'x1', 'v4'), ('+', 'x0', 'v1', 'v5'), ('//', 'x3', 'x9', 'v6'), ('*', 'x9', 'const_0', 'v7'), ('*', 'v7', 'v5', 'v8'), ('//', 'v0', 'v8', 'v9')]",None,1024
2693,"[('*', 'x5', 'x7', 'v0'), ('//', 'x0', 'x4', 'v1'), ('*', 'x0', 'x3', 'v2'), ('+', 'x1', 'v1', 'v3'), ('+', 'x1', 'const_1', 'v4'), ('+', 'x8', 'x9', 'v5'), ('+', 'v0', 'x8', 'v6'), ('*', 'x3', 'v4', 'v7'), ('+', 'v3', 'const_0', 'v8'), ('+', 'v4', 'x4', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2694,"[('+', 'const_1', 'const_1', 'v0'), ('//', 'x0', 'x9', 'v1'), ('+', 'x3', 'v0', 'v2'), ('//', 'v1', 'x8', 'v3'), ('*', 'x7', 'x4', 'v4'), ('+', 'x6', 'x1', 'v5'), ('+', 'v0', 'v1', 'v6'), ('*', 'v6', 'v2', 'v7'), ('+', 'const_1', 'x8', 'v8'), ('//', 'x9', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2695,"[('*', 'x8', 'x8', 'v0'), ('+', 'x5', 'x4', 'v1'), ('+', 'x2', 'const_1', 'v2'), ('*', 'v1', 'x6', 'v3'), ('//', 'v0', 'x8', 'v4'), ('//', 'x2', 'x2', 'v5'), ('+', 'x8', 'x8', 'v6'), ('//', 'x9', 'x5', 'v7'), ('//', 'x4', 'v1', 'v8'), ('+', 'x1', 'const_0', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",257
2696,"[('*', 'x4', 'const_1', 'v0'), ('+', 'x3', 'x4', 'v1'), ('+', 'x7', 'x7', 'v2'), ('+', 'const_1', 'x2', 'v3'), ('+', 'v0', 'x2', 'v4'), ('+', 'const_0', 'x8', 'v5'), ('//', 'x0', 'v1', 'v6'), ('*', 'x4', 'v5', 'v7'), ('//', 'x9', 'v0', 'v8'), ('*', 'v8', 'const_0', 'v9')]",None,1024
2697,"[('+', 'x7', 'x6', 'v0'), ('//', 'x4', 'const_1', 'v1'), ('//', 'x9', 'const_1', 'v2'), ('+', 'x0', 'x7', 'v3'), ('//', 'x3', 'v1', 'v4'), ('*', 'const_0', 'v2', 'v5'), ('//', 'x9', 'x6', 'v6'), ('//', 'v5', 'x2', 'v7'), ('*', 'v6', 'const_1', 'v8'), ('+', 'const_1', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2698,"[('*', 'x9', 'x6', 'v0'), ('//', 'x0', 'x2', 'v1'), ('*', 'const_1', 'x1', 'v2'), ('+', 'v2', 'x5', 'v3'), ('*', 'x0', 'x4', 'v4'), ('*', 'x7', 'x6', 'v5'), ('+', 'v2', 'x9', 'v6'), ('//', 'v6', 'v0', 'v7'), ('//', 'v6', 'v1', 'v8'), ('//', 'v3', 'v8', 'v9')]","(1, 0, 1, 0, 0, 1, 0, 0, 0, 1)",658
2699,"[('*', 'x3', 'x7', 'v0'), ('+', 'x5', 'v0', 'v1'), ('//', 'x0', 'x2', 'v2'), ('*', 'x2', 'x3', 'v3'), ('+', 'x7', 'x2', 'v4'), ('*', 'x5', 'x0', 'v5'), ('+', 'v5', 'const_1', 'v6'), ('//', 'const_1', 'x7', 'v7'), ('+', 'v3', 'v6', 'v8'), ('//', 'v1', 'v7', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
2700,"[('+', 'x6', 'x8', 'v0'), ('//', 'x4', 'x7', 'v1'), ('+', 'x7', 'x5', 'v2'), ('*', 'x4', 'x4', 'v3'), ('+', 'x0', 'v2', 'v4'), ('//', 'x9', 'x0', 'v5'), ('+', 'v2', 'x0', 'v6'), ('+', 'x3', 'x2', 'v7'), ('+', 'x1', 'x0', 'v8'), ('+', 'v0', 'const_0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2701,"[('+', 'x1', 'x8', 'v0'), ('+', 'x2', 'const_0', 'v1'), ('+', 'x9', 'x8', 'v2'), ('*', 'x3', 'v2', 'v3'), ('//', 'x3', 'v1', 'v4'), ('//', 'x6', 'x3', 'v5'), ('//', 'x1', 'x2', 'v6'), ('+', 'x5', 'x0', 'v7'), ('//', 'x4', 'x3', 'v8'), ('*', 'v5', 'x8', 'v9')]","(0, 0, 0, 1, 0, 0, 1, 0, 1, 0)",75
2702,"[('*', 'x3', 'const_1', 'v0'), ('*', 'x7', 'x1', 'v1'), ('*', 'x3', 'x0', 'v2'), ('//', 'x2', 'x6', 'v3'), ('//', 'x4', 'x2', 'v4'), ('//', 'x6', 'v0', 'v5'), ('//', 'v0', 'v0', 'v6'), ('//', 'v1', 'x2', 'v7'), ('+', 'x4', 'v5', 'v8'), ('+', 'v2', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
2703,"[('*', 'x2', 'x6', 'v0'), ('+', 'x2', 'x7', 'v1'), ('//', 'x2', 'v0', 'v2'), ('*', 'x2', 'x1', 'v3'), ('*', 'x3', 'x7', 'v4'), ('+', 'v3', 'v0', 'v5'), ('+', 'const_0', 'const_1', 'v6'), ('*', 'v6', 'x1', 'v7'), ('+', 'x6', 'const_1', 'v8'), ('//', 'const_1', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",257
2704,"[('+', 'const_1', 'x0', 'v0'), ('//', 'x4', 'x2', 'v1'), ('+', 'x0', 'x6', 'v2'), ('+', 'v1', 'x6', 'v3'), ('+', 'x5', 'const_0', 'v4'), ('+', 'x2', 'v4', 'v5'), ('*', 'x9', 'x6', 'v6'), ('+', 'x6', 'x1', 'v7'), ('*', 'const_0', 'x0', 'v8'), ('//', 'x4', 'x8', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
2705,"[('*', 'x1', 'x0', 'v0'), ('//', 'x4', 'x5', 'v1'), ('+', 'x1', 'x5', 'v2'), ('*', 'x3', 'x6', 'v3'), ('//', 'x7', 'v3', 'v4'), ('//', 'x7', 'x0', 'v5'), ('+', 'const_1', 'const_1', 'v6'), ('//', 'x1', 'v1', 'v7'), ('+', 'v2', 'x5', 'v8'), ('+', 'x8', 'v0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2706,"[('//', 'x1', 'x4', 'v0'), ('+', 'x7', 'x8', 'v1'), ('//', 'x0', 'x9', 'v2'), ('//', 'x7', 'x5', 'v3'), ('//', 'x2', 'x3', 'v4'), ('+', 'x9', 'const_1', 'v5'), ('//', 'x0', 'v5', 'v6'), ('+', 'const_0', 'const_1', 'v7'), ('*', 'v2', 'x8', 'v8'), ('//', 'x6', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
2707,"[('+', 'x8', 'x6', 'v0'), ('//', 'x3', 'x6', 'v1'), ('*', 'x4', 'x2', 'v2'), ('*', 'x3', 'x0', 'v3'), ('*', 'v2', 'v2', 'v4'), ('+', 'const_0', 'const_0', 'v5'), ('//', 'x5', 'v5', 'v6'), ('+', 'x9', 'v6', 'v7'), ('*', 'x7', 'const_1', 'v8'), ('*', 'v3', 'v1', 'v9')]","(1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",585
2708,"[('+', 'x2', 'x6', 'v0'), ('+', 'x2', 'x2', 'v1'), ('//', 'x3', 'x9', 'v2'), ('*', 'v0', 'v1', 'v3'), ('*', 'x2', 'x7', 'v4'), ('//', 'x3', 'v4', 'v5'), ('+', 'const_0', 'const_0', 'v6'), ('+', 'x4', 'v2', 'v7'), ('*', 'v6', 'x7', 'v8'), ('*', 'x9', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
2709,"[('//', 'x8', 'x0', 'v0'), ('*', 'x6', 'v0', 'v1'), ('//', 'x0', 'x3', 'v2'), ('+', 'x0', 'x2', 'v3'), ('+', 'const_0', 'x7', 'v4'), ('//', 'v2', 'x9', 'v5'), ('//', 'const_0', 'x8', 'v6'), ('+', 'v4', 'x2', 'v7'), ('//', 'v4', 'v1', 'v8'), ('//', 'v1', 'v4', 'v9')]","(1, 0, 0, 0, 0, 0, 1, 1, 1, 0)",527
2710,"[('*', 'x8', 'const_0', 'v0'), ('//', 'x2', 'x0', 'v1'), ('*', 'x4', 'x3', 'v2'), ('//', 'x6', 'x3', 'v3'), ('+', 'x9', 'x6', 'v4'), ('+', 'x5', 'v4', 'v5'), ('//', 'v3', 'x1', 'v6'), ('*', 'x5', 'x1', 'v7'), ('+', 'v0', 'const_0', 'v8'), ('*', 'x2', 'v1', 'v9')]","(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",641
2711,"[('+', 'x2', 'x3', 'v0'), ('+', 'x6', 'x2', 'v1'), ('//', 'x4', 'v1', 'v2'), ('+', 'x2', 'x7', 'v3'), ('+', 'x0', 'v2', 'v4'), ('+', 'x0', 'x3', 'v5'), ('*', 'x1', 'x3', 'v6'), ('*', 'x4', 'v6', 'v7'), ('*', 'x6', 'x0', 'v8'), ('+', 'v8', 'x2', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
